Timestamp (UTC),Bot ID,Wallet,Type,Mint (full),SOL Delta,Token Delta,Transaction Hash,Slot
2026-06-29T06:16:02.000Z,BOT-213,98ay51CKbBRf11Y5kMsRNYzvR6Y38oxSDDnfXQbGdaTP,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.033161,28.30,dFpa8G92LKikPaRmCmkGEzJ843bAFUaaTZdBiyThN3AWgBBCDY4WvkZ1ETcFaoGgpNSK8n99EsTGhJQdPjrKUMH,429610161
2026-06-29T06:15:24.000Z,BOT-213,98ay51CKbBRf11Y5kMsRNYzvR6Y38oxSDDnfXQbGdaTP,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.035234,28.30,2a4n7hff3pv5c847XSYeyHRjGy8bWHEguwXbdj9NSSpgQM4GkSiW8Wmew21YewmYFtFp5cywh9BijbTuWuPKEqSs,429610069
2026-06-29T06:03:45.000Z,BOT-135,EcGeiVc5KSYtrh2SX7Jd8fVU1erhQFBm5ru7EeN8JbAJ,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.006180,3.50,5rwaad1XGYaoU6cGWsEqANgtb6FNEUqgmUN2m6JuSgs4UWrDFLuMYKgSy2yyXGHh6AqkMLqxuGytRujuYjCNTwQ1,429608344
2026-06-29T05:58:56.000Z,BOT-125,EuEVRmFmodKZsfvdzkjgQcWcL49eUPQX2AYDLKCCpPMa,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.007644,4.75,2fWF6fFHJH6sePoNpPZwnJJEKxCGkMwucMm7P8syERri2jQW3X5Reama99TWPSvVDidzBjdqPu9jL1aHsDP6kfr,429607634
2026-06-29T05:56:02.000Z,BOT-377,5vnF6J9F4J8yJeLopXZMe4cb1ygV4kbt9rWvnGjVQ1h7,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.030313,24.10,4bttH59rrHrKwj4Pja3DeweFNxS49JGYyWzAAhPvJEdaMAgA6yBSSJnVz3facfnVzCJtazb9zpXcmENhfWb5F4S5,429607202
2026-06-29T05:54:22.000Z,BOT-094,GnCLTpU1DjEiMtA5GZG8d17si8bR6xqV9ynZPQepkhem,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.003461,2.95,2D8mPnFKC8caCYZLgXBE1Cbu9TzD6GopcsaGB97kpoovB2WMAHaaRPbPAbRjBYbyA32sK3sKLDu5Pe5KehCMXKPq,429606956
2026-06-29T05:52:52.000Z,BOT-365,4Ha1KXYyFAkMDp7ZD1YprDLFaPjKcr2RCnJsYwgvPVkU,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.062879,51.90,5VduzJSVCZqChmHSRQEVCDkddmLXQnKLNyghyQKE8jWCJYDrfr3z5VW8XcdTSdEgkq64C42NR8drwbXAYmndQVxq,429606732
2026-06-29T05:47:34.000Z,BOT-361,5VA9jrEsL3THmT729wbhAhmLU4fF767stNsMQMCRLBCp,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.040971,33.20,5NrprbcvYnxqKQjmarnmM4YwUCfmRZBxJQmAFT1oS1LHnNNHuQurDJw8UwGyTrGuBn9LDeFRaMe98HnBQLUXgeHU,429605947
2026-06-29T05:43:09.000Z,BOT-080,BauGeTRqJAAmQJ1hUAjGaBaT5cmfuJKTEQdnv1C3THdu,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.004105,3.50,53y2P8e8vZys1g2q7ou79eFiRVBjMYJbm637d92G7cTKNSB91xMFK4DwcTeA3kaNJuGEHJcvX5uoynHHGmP9AC6v,429605289
2026-06-29T05:39:37.000Z,BOT-283,ERGGawmueQ59hmhR33iZUD4R1aay4YUQTZA1xNWya6Dq,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.024839,21.20,48J3SPiJvCbAMsWwPvgQJdCpks8dxkEcxR3rSqv2Jbc3CgvNecR28EaC6dYpXFaVegbt2pKqTBGbEMnic3ygmeCD,429604757
2026-06-29T05:39:02.000Z,BOT-283,ERGGawmueQ59hmhR33iZUD4R1aay4YUQTZA1xNWya6Dq,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.026913,21.20,3Rv2vqQMvbXmWWfoY8cia2B4spSDr9DNUTZQXuvN7sRTA2rDNkFgSZvYs1XdHanRxSfYUc7bvtWwSAoxe5Fi58xg,429604668
2026-06-29T05:37:09.000Z,BOT-291,BbHzv2gh4dNNhahjZKT7L6GWTfcMk57shPRk66VAxvCs,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.008639,5.60,PkCAVtnSR3AUU12yGP7JtTkoKb6XB3yB3RUXPbtoFd56jYcqBT58DAgQCTNsc9zqmeDpbq835QXXjXCtqV4fVXh,429604389
2026-06-29T05:36:42.000Z,BOT-309,GRgNmQFUviGpFSuYtWEuKd5KNAU6Qxu8tpwa9qZPrQzU,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.026678,21.00,5VsdvTNjunevnJ2izemBtesuXMzQtFdNYZUE1b8H3CigX3mPUAviB9aqa2t3D8mfiq8vAr4YJ7zPX3VD84W2PJ8o,429604326
2026-06-29T05:32:23.000Z,BOT-054,G9dpHg1Ze4uziSrRXDUMbVmso3RKLMi39QWm36vfCUXU,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.004105,3.50,46Pfz2MWmqs2it3FSoQtidBACrDL9U7FoCwtNdKHicF3jusGwBHxBpJk5h2BFPbdmQgSPis4EmDkKr7MskTVTynf,429603678
2026-06-29T05:29:30.000Z,BOT-065,GBHYTfAKo2PeMuBB4fk1kz9dLgPCoZM61ucFt1kYNwpr,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.006179,3.50,42mps76UVthSRSo2MuBixBtwRuux6snyLdmjHvZDQo1xPULm3jSzsJwLHH2QvPpqytQZ6QPEnKneAgk6y8GsPLxq,429603244
2026-06-29T05:28:07.000Z,BOT-253,FYQaAGjdTu7JyC2QR9sJR2aUA4LYwuc6xUTz4osBvH8J,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.034877,28.00,3Nb2JVtkMWcQbqHLhps27hwksPVtphbYHTQWemNRHh5VmNjJiwWCM5NdSUUELASh9BVCEhcauFa5h2mqrBpzWDkW,429603037
2026-06-29T05:22:17.000Z,BOT-239,81Lg4a4NyxWnnVZHzVjsa9Wv4H8b9v7GsfNSbbevRwY,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.034876,28.00,9ViWvW7vd8XcFmxAv9RgojKMteSP2uQMYU7RD19Ax7XNBbUzFHv2e7eYNm2zkcBKcjT185aYKPS6fK8bBZYUbom,429602186
2026-06-29T05:16:06.000Z,BOT-215,DUCvnwb1Zfq6efeDYYgRk6XcWq5jFKukSb3QcnSjjgs8,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.052795,43.30,3RA7PQj8LQBYBu5iS9jEytYdLFWfKVL2eJPRn61s4yoWS6g6dDQ3tDzvXELyeBczukN9j3nRp9ZP8pHbbt4E89wc,429601285
2026-06-29T05:12:05.000Z,BOT-400,HzqcsSre91iMJzngte8xqyawH935ZDGtytsuGjSa9Za9,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.026676,21.00,3bs2koahs7PzRoEpdedBzMgBnA3TnZ1hWizfFHtmLBGuFMYS2LE5Husi1Uzn4d8PoGN83Pv4sR2swtT2GrE8XkqZ,429600682
2026-06-29T05:08:16.000Z,BOT-388,7BgJnt2Mtb7vsHViTDFxeo9TW2fmkhEXEADkukSg5Qdq,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.016403,14.00,W1KpVaCEg4R133Tewr3YcBk8ULvFewmmm1zCVgvrznouCF4MNx5e2247AzbyK9baNnDKPS2xiFa7QBFvKkvoMSo,429600116
2026-06-29T05:07:05.000Z,BOT-388,7BgJnt2Mtb7vsHViTDFxeo9TW2fmkhEXEADkukSg5Qdq,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.018476,14.00,2oNKiQvjKXdQ1CLQfn844SyjMVnzv5qhs4PyGXrn6yD98vPbaPirZ8PSNTi6Gu3ZGpMRtGVjuMV1f1ncvU1N46wG,429599948
2026-06-29T05:05:48.000Z,BOT-172,CBL9qs2GSfRbXpANcJERNRSm8FSqEzPEdUuCzPJydRe6,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.027001,23.05,J97WcpakJco4bUfFne8pJjoE9k5PmqMm9h3jtpbb6mNBL9w7arPnrT3JUfymE6xtfjgbnHQYdJADsFj8yceaXJU,429599756
2026-06-29T05:03:45.000Z,BOT-172,CBL9qs2GSfRbXpANcJERNRSm8FSqEzPEdUuCzPJydRe6,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.029075,23.05,3JtMXvmg4CQUDZXFWSvoicYnkDmkrnbrmEUSGz8axPaNfn2dRQaccjQW6TcgMmpTFWaqPRbyYUT55d32QxtUQyHY,429599444
2026-06-29T04:59:29.000Z,BOT-284,9puiGbTuk95CGKSt61R2N1f9MsnN974iLyVPbtk3MDaP,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.034403,27.60,2rRzHZgNp2cipYBZ4LYVJizYY899ho34AfHzBUL745U5vN3xEK5THgCPxWMWZ8FGQAErb6VA8PyFqndUhcNiFmdA,429598818
2026-06-29T04:51:07.000Z,BOT-347,9GBokv2HtomZcA15Gfs3UayW5FknEKT7Qn5fBCVNWAGi,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.010277,7.00,53e5yrMAqjasS858vnjqNxDFKABKLzoQqJdQfkQCVmR6vVXVoAqyePpWJRfPpN8XR73QoHi8VkMFFkvKfm9eqPEr,429597593
2026-06-29T04:41:33.000Z,BOT-198,BTeB1Mw1n6T9kBuCdtTUmQ2L2zPv25ZUuWEASsfxUQTW,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.006178,3.50,5XPgXLAWT2rrJ8pzBw2e9XFPhFuxduQnADB6wA7kBNk9JJ1PFwDu6niR4nSqQzxz5UsXyhKs8JR4q2hrisQWXGgu,429596183
2026-06-29T04:39:13.000Z,BOT-189,EcjrxPVhFYamhXTwBc4dddxU8Ti7ucTY6NNXETGASYqZ,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.006178,3.50,5gryg4ZYaqv7PHqBAY9Ks71cWdSnQiA8WpTWtpBTgdFbTaq8dDohwvyZ8jMvt8s6R1kbNQuBD7iQQx2U7LrVQfNz,429595839
2026-06-29T04:36:19.000Z,BOT-279,7j67hHSNqpuVd5ng4AUBahQpns2GGXEzVRHbwN1KPGqx,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.034871,28.00,uoHqi1Ss5NYrwTyLoy5rjQMXLWJDksqRLs2S1dgvr4gpR2mEMT36h4WS4Fzxm6ah5LgJ49pd4tt9N2CQ13nQz9F,429595412
2026-06-29T04:35:21.000Z,BOT-169,86i7w9JHWwqNmg7gSLJHUGdoeXoknXip728qNtr2iScp,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.023979,18.70,1CMy76Ub37GpBjz8MBNRZPW6Cpp3osJ95HQUUz4aC9MKpCDJSBhpPjtcFAEpXBhkd2RBznPbyBtRGBZaw8R3XtN,429595265
2026-06-29T04:32:21.000Z,BOT-270,F7eBmmCAGGNP41d1ruoSaR8EBG4NRWdBTMWAEpsjte4m,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.018475,14.00,2Zp224qDcQTqkh6hruH6UwfSTiPn8oqkEdPmBaDXbvKBfMvHtk1Xrot9FGDksfb2d2AywtSr6z6Q7wh6iVSYHExq,429594825
2026-06-29T04:26:55.000Z,BOT-117,H7EqTNc3C7jRVXL2c8trv8hqtvXXgxftbRVSCcvTxiuf,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.006178,3.50,5F9Y1DnJ6Pr3pWPf5U9v6ycCNzueDnwEfQrJxXqkYP1MnPAujkcX11C5QCqjvFqrX8GfzuuyYL6R16uqsWTL5Dgk,429594016
2026-06-29T04:23:41.000Z,BOT-112,AqbZg13K6PYphgCbcwvsYUfLyWT6fEPLUMuT9F49VYXr,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.006178,3.50,2V5Vk7AnZBhdnHcUZUYq9a4kRPeTUsW1bPJnNoYWauyHsKE6hR7iDNsQsZwNampdAZTbzraunyu22HVTLBBUJnme,429593536
2026-06-29T04:23:28.000Z,BOT-182,6u1uG1zm5kiR5NMXgCrEiDyhkqRiBqc7H2qjkMbNVbKY,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.010277,7.00,4zmTjugSdEveygafzHxRi1LfhwSvAudw8reCpBPwhBrtscfGxM4nSjSDQpsb2hN2dumAyNLbnncEm1YmbWFkPvZt,429593503
2026-06-29T04:17:35.000Z,BOT-136,ALh3HBh5QSezNwSvSpzpa6Zc8bfqxuw3bDv6EtYDtNZJ,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.005768,3.15,5CapAfdXCsyzK2awr3FXsJtzMU2PcNtdL1MaM5AW79H5J3PiWJmgzSrRUt4Gr6jsA76RoveVyAeLrygqnT1qHTkZ,429592646
2026-06-29T04:17:26.000Z,BOT-114,D7FDiPLSMzTdYkBmgTv5m5c1GG9Gw8qNdePqT1sMgXjv,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.006178,3.50,4Xs9645PoXKysymhXCmcRGgAmk2k8wvcybct5vLJxw9zBh3rtEyAtPpvzGQ2DbXgu3VNCUrYGxyZhtvf6siJDgNt,429592625
2026-06-29T04:11:23.000Z,BOT-118,GafUNxDESC7agUXAcArXJt7CVac86mGJPc4ea7R16U9,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.006178,3.50,5shdqAo5sVtdiWbp7Goxm921kCdUmi3wz27TY4T1X7EW9zJwGTFYrno6DeMdgquMGs71oKiRURYGPXRTS7kPdLso,429591739
2026-06-29T04:09:49.000Z,BOT-370,6mVuzmg7t7bbJnVcutCeAmq6c5EjSPdEb8jSRaNMFhs8,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.020582,15.80,532s5CzST1kep6wocUvfj8rhfqiCqzhM1uwvp6pi7HfPUXa4cabcvXQF3Cy8Z7G74n9VRGvp4YFuxcDyeNShuCoB,429591506
2026-06-29T04:08:13.000Z,BOT-042,nkHLBkmkExUBHJ8w6AUjkrWq4M7QKaUU7fF2URpr8Lx,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.004104,3.50,Xd59ALyKV4EWPQQN4xYEk3YNByZZ4HZX9jCrmaAtcTdrQBmhEjDKEqX144UCJKwAd7Yd6LH52MGufGW4huNyCBb,429591268
2026-06-29T04:07:53.000Z,BOT-050,B34GgNS9MGtzrjnkNSd69thTCe3TCgggVWWvYb63C9dB,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.003811,3.25,4xeD91aLX6hdn6zb9b9YrGKzXDWCQPLMJt6XWKkAatWSpfeNuWYQaQZ6di4kFCLMVqUA2cAJiN8FADNe6kqFuhrN,429591216
2026-06-29T04:04:19.000Z,BOT-088,DoMCWuYzT2UcUCScaLZc8WTCdh5KDBggu7aEkugxD8tU,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.004104,3.50,rGcbJAN3qnH8qCfu92aYhUDWYPzvsKHLLAEmfNYgZACFpBvHjkbzLtKnNsUALBaiMnifg9Ds3FheaehE4mdSwGW,429590686
2026-06-29T04:00:50.000Z,BOT-348,FEH2scACQBZJaeaVYwRwzEWrSPD2me8jmxh7FxkmQMqE,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.010277,7.00,GHYPGJQyB28AgxYyQdyod7hTtGb2bzKtchcTNASAEDnpkMk4FJQQoEDqeHFUVUpZt9GtGb9ezVxZKvG1uvsGoJd,429590168
2026-06-29T03:59:35.000Z,BOT-335,4oYsBG5fTswFy9UdFZJfAQiCNhkAGinDommPQe3k9JdM,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.018474,14.00,2VqRMBCGyhuaz8asXExohUzrmJnRjH77QF7Qo6ZYPn6a7wjMqvyid1k52SQH2MF5T8uVxS8SomVYwmcmGVXxPmWn,429589976
2026-06-29T03:55:26.000Z,BOT-310,fLiyzYcA2H3aiiWzLbbHoYed75bfxSsx7yEHZsovJhe,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.008286,5.30,4sqVMfBJCEbrXb7S1e3ddoiB2ienNurKdjNXgH1TMBWeWY465qvKavHigVV4sx3MM79BXvSjr5WW4HSj1NfdVppb,429589353
2026-06-29T03:55:04.000Z,BOT-322,AEAEbJzhYoj3H6tMBKczkuUcPG5trMLPEvZ4THmx9KYX,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.019210,16.40,28sp9Jp6LBqb1mad8BQXMszUEi9dXA96qu2Xzy2xVkd1TKCEA2qARPU9Wj1eknaUGG3P2RoAZfeeQwWmQPQ9mfc8,429589299
2026-06-29T03:54:06.000Z,BOT-322,AEAEbJzhYoj3H6tMBKczkuUcPG5trMLPEvZ4THmx9KYX,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.021284,16.40,26wKuevXBTYj7qJrZH6WDpRN9KY79Nh7pf8myeRH4hSVutmxLB9DWxWNFqy5yx7hSG6gbHg4Y4cK5PeYK7jTD5QA,429589151
2026-06-29T03:41:36.000Z,BOT-033,TwPwfAiEqqzrzeEhQghsunQ5q6WbxYUGyPJ4AYTJ1oy,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.007441,6.35,3sRuV9TEmQ3hhMcskZD2BzWcgvmsrcDmmjN7Fjw5MhYw37e1oHydyx9S4gbN2dPeLVN9t35nF8sC7QHqPkuyZi3E,429587292
2026-06-29T03:30:43.000Z,BOT-393,2tcEDSnHPCEUx8FE8UZhTZjcKCZ6QucyK23kJ9GAnyQ9,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.018473,14.00,3ziHTYeT1Ae6yjKWFXQKYCrXFjGBMxkPvAd2mx6J9LAndz66W8NfXq1s44dhWYS8JYvD1Pj9DUykFxAzk43Q3F94,429585689
2026-06-29T03:29:48.000Z,BOT-390,GPGN6dRoVMQj5w65mYjGvwWTwgVGvQJYC7u3D5Mpcmc3,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.034866,28.00,2FQkURgnLwNpNk4v91mRyrHDVbrsBeaiuv4mG9PrcT7wFxjMAByvWcess6HpTRPEuXeDAaWLSgcrnudbMdx1boJC,429585547
2026-06-29T03:27:34.000Z,BOT-392,3J1NPdPYNCRhHmfNsiSPSDMG7rDNAagKahgGinYEmbPi,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.026669,21.00,3HPQxrRh8e95ajwXTkU7AW5dEsR2FW9gSFAqhPJxr2CMqX5zZkQJhRXQ41V8q6idKM5Mwcs9nRy7dyVbieDDZrAa,429585216
2026-06-29T03:26:36.000Z,BOT-373,Hn2rhYEswJBEWViSsyiqdgA9CLGG4mS3U8wbKiTpCDtT,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.061326,50.60,3TKtdxtDsb5r1mdM769TpxeYaHCTqN9iFDKjHKM3Ko3TDz1o12FEUeDLECQLaHxVEqqwvB6N7VXcifVig9PhYjoP,429585072
2026-06-29T03:26:31.000Z,BOT-389,E5MKsfiNxZhXdeSb97UHqBcMMTMkKgx3T8VTPkDYdhyB,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.006177,3.50,5XFNryzCjKPteJwJHLVAtaqVYN8VNG2fVfwau8dfiuVsZaSQvN8vhFnsiKBpHgMdymTYSoqu71Tduhi3BttDkHHH,429585059
2026-06-29T03:26:25.000Z,BOT-386,DnXB54JoVvkSk4dy7nfSjkhDT9Fkyuf2phUoWsnpuc4s,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.026667,21.00,4SWErTeAEr3bkcuS9UWtLvUM5tN47iCNppukQTe4ok2SLjYdFXgwjYrUWaCtiKsuiMFngVVqQPy5Ks6XfYSR8sv9,429585044
2026-06-29T03:25:57.000Z,BOT-384,G56VgwpSdN5JWLPrsHPSaHnUpnLhcpdojfYcFUnsUn36,BUY,AKr5cpCFfQpNA6pSVLxkUVkVfrEnVk9ht4kNsaGd7V1M,-0.006177,3.50,5fv8LuEorQivuvkvNHKsrqbmcGQK9X8Zvj3Pu68545RPdUydGadNgxFpwMpZdC3gnbBurBUb2GsH4u6CjfjveKau,429584975
